score,content
1, re downloaded year percent new content basically visual novel slow dialogue super boring completely overshadows gameplay mechanic come back option drastically decrease time wasted watching character talk 
1, game much hard basically impossible casual gamers inazuma past damn quest stuck difficulty slider pay win game lower world level past world level currently level currently basically quit game aggravatingly difficult play 
1, character design stories well made main overall plot non existent adventurer rank begins miserable abyss artifact gearing grind ruins game expensive gacha terrible rates chase gacha caution spend money game enjoy second anniversary event moving settings sliders devs never fix problems ex notifications broken years android controller support quitting game best 
1, controller support cannot remove screen buttons mobile exprience good pc version worst cannot customize controls either keep making game boring back long time lot explore event boring need hire better game designers 
1, good recommend lot people takes much storage cannot play star better chance character animal character thank listening please takes much storage deleted every single app phone work 
1, number issues built time worst gameplay damage output issues new character dehya disappointed resin cap regeneration increase despite many new bosses met radio silence devs enjoying game star listen player feedback 
1, reach customer service said phone compatible install game bought phone year initially install game works well weeks game crash error saying system user interface responding tried basic trouble shooting nothing works check google play store says compatibility works device reinstalled fast couple days carsh error 
1, years since release game controller support given android users showing favoritism devices eyesore storyline boring progress forced eat dialogues long dialogue contains important detail rest bull overall gacha system bearable game negative factors given game recommended dislike faulty controls 
1, great game recently spend dollars controller find controller support android like come funny graphic great love story add controller support android put star friends play games right play games controller support devices cannot touch screen much reasons 
1, game enjoyable originally came subsequent updates however skip option alternatives tough keep storylines know work hard create plot lines genshin individuals simply time keep 
1, uninstalled cos rip level real good pay money leveling character good enough stories boring asf take long skip many mission plus side games cannot keep play enough rewards level certain level fight rewards level character 
1, game good artifact system super unfair farming domain certain character year piece fits well character weapon banner huge scam reset everyime worst game super unfair unlucky need resin 
1, reason mobile action games controller support either developer lazyness ineptitude despite claiming app version basic functionality expected genre unplayable mobile update years controller support basic functionality unity dropping star 
1, love game great free zelda botw clone unfortunately phone beefy enough run play ps amazing edit years officially released android controller support luckily redmagic pro gaming phone special controller similar joycons remapping functions currently cannot find absolutely ridiculous complaints ignored star fixed 
1, reason sprint jump button cannot moved attack buttons keep jumping sprinting rather attacking buttons cannot moved interface sucks like developers stop play reason 
1, rng fckng awful high demand low return hard pity artifact roll artifact drop substats years qol requests fulfilled instead put game lmao love lore love character play rewarding rng help feel shit feel like spend anymore feel rewarding besides aside free items codes feels like scraps lol new character shitty skillset 
1, need skip button lot people already sent complaint response need skip button skip stories think people changed servers already know flow story archon quest choice click fast finish dialogue lmao 
1, game good storyline graphic everything updates cannot play phone every time try glitch close already set settings low cannot play anymore phone 
1, controller support years iphone already cannot put android device already features brand skip features takes lot time finish dialogues gameplay takes shortly game bad simple features people wants geez keymapper apps gives temp banned user star features star good game 
1, great game new concepts event upgrading constellation star character well getting refining star weapons mostly impossible free playplayer apart game primo available event less quantity considering number wished star character items resin refil slow cap sucks 
1, great everything feels like chore long boring dialogues sumeru tcg absolutely nothing open world rpg unnecessary play else resources need edit everything great fontaine sumeru definitely left bad aftertaste change rating 
1, poor experience far first install game play store think ready start play download another package ones downloaded verify another package keeps endlessly goddamn music app game bad ripped theme titanic music 
1, games fun leave problem lack proper gamepad support fix goddamn optimization almost brick days brand new phone fill goddamn survey whatsapp massage incompetent truly left rotten taste mouth otherwise stellar game review 
1, chromebook install smooth sumeru update various glitch play female character crashes acts like walked map raining fight crashes sit sink map character details load faceless shadows coloured clothes ect since fontaine hard enter game usually try around times 
1, trash cannot play controller game access fps supposed good game well think bad keeps lag like crazy high end devices need fastest internet world barely stay ms worse fps controller mean supported ios worse fix game mihoyo trash mean favouritism 
1, lots boring dialogues cannot skip frustrating start random world quest dialogue npc character able skip dialogue currently honkai sr keeps involved story use slang perfectly adapt game region case brazil 
1, fresh player genshin impact mobile dedicated game investing time effort boost account star character completing pull banner disappointed find obtained star character understand luck play role experience left feeling overlooked d eartened progressing game character daunting task monsters levels increase 
1, talk artifact first rigged second farming good set months resin powers everything game little either raise cap decrease regen time rates artifact less rigged add mechanic change stats using farmable materials like honkai star rail change domains piece set farming sets bad 
1, love game like lol know probably heard complaints skirks design basic lame like suggestive design design draw left hand maybe horrendous anticipation piece fabric clothes joke saw first time trying turn genshin honkai problem sexy problem looks random nothing special 
1, play years medium chromebook updated android performance took huge hit black boxes appeared around foliage completely unplayable literally play updating left contacted support suddenly telling device must low spec game zero updates upgraded android version review keeps disappearing reason 
1, edited play like days next update already massive amount storage end cannot play ended delete back downloading amount resources sad cannot use genshin cloud mine connected facebook facebook option 
1, app option delete finish quest reinstalled open game way choose voice language access game already impossible game big tablet matter many files deleted game better try games 
1, rating used star returning game log account server progress lost tried search solution help support team fix gave pc requires third party app access lost files compatible mobile gonna delete problem suggest tech support app joke zero star 
1, game needs put publicly mobile version takes almost gigabyte right bat may delete lot initial install dollar spend gigabyte phone install gigabyte phone gigabyte un ueed space cannot download mobile game since tf game mobile take gigabyte fix initial download size maybe player base play console like 
1, add controller gamepad support android ios bad experience many updates addinga good experience feature wasted gigabyte low quality content uninstalling add gamepad support think overit 
1, good game lore aspect good graphic aesthetics great open world way resin paid resin archon quest considered content back dailies log know many days resin took character good status level expecting good change disappointment good experience play star rail changed star terrible cs team 
1, quests impossible complete simply difficult like raiden training quest impossible skip quest button way continue main archon quest takes much skill timing incapable cannot play anymore way forward quest nothing quit game 
1, days game getting worse story getting bigger story conversation taking time play puzzle game getting lesser ther much interest days time getting wested listing story open world enemies need tough play take long time defeat instead numbers damage 
1, great graphic fun game play windows playstation ios controller support controller support android version last class citizen edit already providing feedback controller support years update controller support 
1, great deleted progress account happend lot people account blah blah progress back zero please fix hoyoverse people spend blood sweat tears game account either reseted cannot access despite making rigth password 
1, good game overall made new phone newer type phone able resource packs play game uninstalled apps good enough giant games including email 
1, fun first first game burn game much open world game reward benefitting hard work put game challenge primo slow long seelie chase primo primo per gifting good everything contest earn game money winners b millions players character design everything rng 
1, frustrated artifact system game hundred domain def artifact joke feel like killing self hope guys fix like overall game artifact system game solid ot artifact probably solid mention spiral abyss hard free playplayer like please remove timer option abyss unfair pay win players kill hundred lev boss short 
1, smart way sapping money children locking suitable character progress game behind either paywall leaving chance game game near impossible earn good amount tokens chance getting character ridiculous people spend real money order favorite character gone game later requires star character progess 
1, controller support android game amazing story quests character great android gladly change star controllers recognized game android using third party apps 
1, wrong game closed app know game downloading recourses backgorund used gigabyte mobile data battery opened phone game sends notifications silently notice think ask downloading recourses background hope ignore 
1, genshin lag much storage updated software phone times seahorse boss entrance made genshin freeze whole phone crash tries worse loading elements screen crashed hoyoverse please help 
1, play since launch hardly improved wait years quick gadget change option wow skip button existing game since launch basic think year improvement plan goes show mentality important cannot play minute daily nothing least people play long time shame game much better goodbye genshin impact 
1, listen solve problem star keybinding option game support gamepad game good support gamepad use gamepads show gamepad option please fix add gamepads support please 
1, devs made great game great story amazing audio phenomenal character corporates understand business stingy rewards tiring aspects like rng artifact farming 
1, new update annoying game keeps crashing everytime new archon quest keep repeat story sucks game keeps reconnecting know server asia come let finish archon quest bruh 
1, play game year recently game keeps crashing minute game looked issue many players experiencing problem please fix problem 
1, play game although perfect enjoyed game spend money however main character traveler favorite character game treated poorly release fontaine hydro element last straw functions fix spend dime 
1, love able review able register much less play enter email pick password info gone come back getting code email seconds left enough time reenter info enjoy game right alley frustrated play good sign come 
1, game fun open world music amazing however artifact system much rng rarely add quality life changes experience better edit chance giving star 
1, play constantly contacting customer service fix ping enjoying ms ping daily new update nearing release date segregate account ping worst climb ms ping yellow permanently remain contact customer service rerouted fixed issue years devs incompetent improve server 
1, amazing open world design complex combat system although game filled much rng currently game predatory monetization combined stingy developer team 
1, play cannot play uninstall reinstall game always getting error unsuffient storage lot storage left taking hour download game brcause gigabyte 
1, hoyoverse try reduce size games decided making clound stream witch much queue optimized devs care new content end game player everyday login game feel boring already gigabyte size sense first anniversary rewards much useless reward afraid genshin dead game soon possible 
1, unable download content reason game mobile devile need much storage space game saying needs megabyte gigabyte unreal apps development years never used gigabyte pc application 
1, game fully loads loading screen elements geo symbol fully liads game freeze geo symbol loads backwards game crashes tried installing re installing app buff work phone enough storage understand crashes like please fix 
1, seems great controller support confused option changing control type implemented android bit rude developers gambling implementation country huge problem gambling gacha heavily sanctioned convenient gambling helping please predate humanity guys quite rude 
1, bad experience play game account almost lost try log pc account cannot create email log using facebook twitch cannot wrong company cannot imagine people spend much account hack far play phone bad experience play abys 
1, exploring underwater bad unnecessary censorship disturbing focal annoying hell combat puzzle stop bringing chinas censorship global annoying tower fantasy kind annoying feature 
1, game designed money compared honkai star rail gacha game china japan e gigabyte blue archive arknights colorful stage azure lane list goes genshin lacking lot quality life features honkai unlikely manage complete teyvat roadmap smoothly 
1, bother play looking action packed adventure game literally freaking visual novel combat sprinkled end game purpose build character running around picking mint game 
1, bad security tried account told account exist instead email changed lodged report told cannot resolve issue talking grinded account top say cannot solve 
1, please new try game enough currency catch game banners every time release event super long rewarding super short hardly rewards 
1, love game absolutely eats storage deleted photos videos plus apps cannot install full game happens every single update cannot download update physically cannot play game spend money game countless hour cannot play supportive fan game absolutely unbelievable know back anyone knows please help 
1, game lag lowest graphic controls little bit clunky game good expect amazing experience 
1, sucks update starting problem occurred server frequent reconnections ping internet connection good trying using different isps using vpn problem wireless connection smartphone using cable connection pc 
1, honest review adventure rank player genshin worth money think spend much money artifact drop insanely annoying stuck grinding artifact need roll def hp absolute bullshit rewards almost nothing love adding new bosses never increase much rasins game favorite child used love game maybe games worth 
1, game incredible every way story gameplay design etc massive problem greedy stingy development ability fp players game currency slow takes multiple months star character mentioning losing anniversary rewards suck finally star spend multiple weeks getting good artifact rng literally meant bad stats like def hp 
1, even account creation process close impossible complete hire better user interface designers idea wide screen keyboard horrible registration process say least uninstalled 
1, play adventure rank years tired game stingy game prizes spend lot money end game monotonous mention spend money keep losing suggestion gifts stingy turn honkai game lot gifts feel like quit tired game touch game thank years genshin anniversary gift last year 
1, hate wishing hard character hate hard primo heard adding triple banners stead double double already hard enough happy play game years 
1, takes hour install play cos time consuming try load running brand new phone great internet speeds 
1, genshin hate players much play game since many problem complain fixed nothing coplmpare like everything wanted honkai star rail mean problem fixed different game disappointing carefree games implant ferure game cannot play game like enjoy gi like honkai star rail 
1, release thrilled elemental reactions mechanic unfortunately game focused talking simulator endless unskippable dialogues wrong world steries intriguing spend hour minute hangout quest literally chatting character like developers heed player feedback improvement short playtime cannot requesting skip button since season right 
1, first started half gameplay straight talking rest finding quest early game prevents beginners game able play 
1, getting character play getting character chance game making pay says bruh game free playand need pay game character luck mean pay pay pay game stingy short time cannot progress spendin hate system 
1, since fontaine dropped game lag crashing constantly never mondstadtlag reading reviews found happening nearly everyone game problem phone problem 
1, switching account requires lot data redownload deleted files cancelled switching obligue download huge files 
1, honestly love game absolutely disappointed leave bad review however previously hardcore player much spend money game irritating since access pc longer play compatible android everytime install play minute crashes relaunch game crashes seconds clicking menu 
1, absolute lack qol features ruin game years reserve resin stamina claims story focused game quests constantly lock arbitrary reasons attempted fix suspend quest feature incredibly limited 
1, love game let begin looking forward improve love stetics music graphic game love end story keep play however years player asking improve like resin system add valuable content quality life opinions taken consideration player feel company sees money importance well pys 
1, game chromebook due large cell phone intel core irisx graphic shaders kill game fully download stop play forced stop 
1, genshin impact rip regret downloading genshin impact saw game internet wanna download download finish put user password tap begin wait couple minute saw error said insufficient storage space please ensure sufficient space try code game much deleted games work deleted genshin impact 
1, overall like game artifact farming truly trash rng system seriously kill spend year farm artifact character finish keep trash artifact status fun killer game 
1, weapon banner system worst game worst possible please use different algorithm otherwise game pretty much rich people honest 
1, download computer phone computer good speed run much fast full programs part minute take due game responding damage frozen unable move said work mobile complete bullshit use console switch genshin said switch years ago 
1, game beautiful beauty enough gamer need simulated universe rogue like battle mechanic system years game think time play new games rather stick lost lost battle peace 
1, hate app rate zero star challenges annoying error happened challenge seconds left timer killed monsters said challenge failed times challenge failed 
1, personally wonderful game except huge space needed lot people know new device worst fixing although people write answer stuff storage please fix 
1, game huge waste time place dump wallet satisfied fp free play player low spender genshin lost countless row mad however wishing wriothesley genshin impact since release spend bit banner lost stuck thinking choice ask better wishing system probably read usual 
1, hate company game wors anniversary event made wait nearly whole month info people waiting rewards people participated event deadline rewards people everything right words cannot worst download game awful stingy greedy 
1, account recovered already sent many messeges customer service via game feedback email please respond almost year access genshin account keeps lag element loading screen time try open let try creating another account reaching new map new account lag let like happened last account please respond help 
1, installed game new phone finish wished loading immediately crashes sends back home screen spend hour downloading installing game crash enjoyment issue resolved continue play game pretty disappointed 
1, account hacked sent email cs email sent ticket reclaim back email back helped retrieve account helpful landline talk someone resolve issue loyal players consumers 
1, satisfied anymore feels like daily chore must frustrating since inazuma always bad luck getting weapon maybe quit must stress play game star rail started chapter burned easily 
1, obtainable character archer based suck character specific weapon game boring forced guys need stop stealing money people game like immoral tower fantasy right continue suck 
1, play game since second anniversary must say fun experience bliss faded saw truly cash grab good event tedious story horrible rng pity system complete lack empathy fp players says third anniversary pulls love effort gacha games utter garbage save play trash 
1, account data deleted play never received reply sending email new account unable connect hoyoverse tells data email gives name different traveler constantly running issues like truly worth game encourages spend unrealistic amounts money achieve 
1, game counted excellent music great experience new update given nothing less rewards users chest amount reduced quality increased total reqards less compared previous version treat players getting worse poor support poor rewards compared resources effort spend resume great game poor rewards willing spend quit lot dollar 
1, every time log first account always freeze restart log second account lot storage please fix 
1, love game came back months notification saying please enough storage like gigabyte gigabyte understand enough storage play game know uninstalled everything phone launched game storage installing reinstalling game work please fix great 
1, game respect time unskippable story play line time stupid shallow pain devs sens games difficulty enemies hp sec invincibility stall spiral abyss recently abyss enemys oneshot heros blue devs skilled enough good combat system artifact farming pain worst game lags like running powerpoint slide 
1, awful game many negatives game waste primo choice star character weapon suggest star character delete weapon game please fix primo choice star character weapon waste primo like game quit game problems slow run gas climbing exp adventure full heal character swimming play cards jump fly many chests please fix 
1, old love game clearly marketed profit provides plenty opportunities fp therere plenty ways good gaming experience regardless whether wanna pay real money update wrong money grab first week play cannot log anymore says network timeout dumb intelligent verification pop 
1, staying star proper cake memorabilia base game fantastic devs charge keep making progressively stupider decisions given used favourite game like years straight incredibly pissed fix dehya 
1, reinstalled bec friend play boring reason quests event require certain progression far bother rewards aint worth dailies boring new character muddle character pool many character lackluster contellation unlocked chasing everything feel like chore bother 
1, worst game awful game play life waste time money spend pity system guarantee play months single star definitely recommend download game 
1, gave star cannot change controller type use external controller like backbone let change fun game sucks play touch screen 
1, play game months redownloading know downloading additional packages game crashed tried restarting app reinstalling work please fix 
1, speak behalf players included stop play game religious reasons made difficult play terms hope changed game players muslims try game redownload including changing word god ruler similar worship state indicates meaning synonymous worship grateful 
1, years anniversary controller support android mihoyo inc kind disappointed making happen switch version released trailer released longer game shame seriously shame 
1, put money game lose access account gone fill form reject tried thousand times help play money worth 
1, bad fairy annoying story city boring god venti game story weak deleted continuing story boring game story 
1, livestream code expirations sooner missed livestream work come home relax hop claim codes already expired day play game years seems like getting stingier primo ridiculous 
1, game terribly frustrating mintue cutscenes everyone minute play game reading must hour cutscenes minute gameplay absolutely ridiculous game watching cutscenes 
1, amazing game great open world beautiful music character design simply amazing sucks bothering main character weak weak character surpass traveler ease play game years traveler received buff useable kindly traveler powerful use story instead using story character finish quest 
1, know cannot download resources enough resources tried many times download resources redownloading genshin restarting phone work please fix 
1, writing avid player genshin impact enjoying game immensely since months however facing significant issue believe needs attention excessive storage consumption game mobile devices lag low fps problem etc dialogue game frequent way long frustrating player cannot skip dialogues cinematics please add option skip dialogues cinematics 
1, cannot play getting insufficient storage error plenty storage phone tried another device message 
1, play said like much app space like games youtuber said good game well cannot play delete almost games made stupid 
1, nothing good say game character uninteresting gameplay horrible dialogue bad game overall worth storage space 
1, bought battlepass gnostic hymm work google play balance deducted appear transaction history customer service file complaint google play google play cs bot asking gtfo taking money disappointed 
1, great story ost graphic scamming mechanic rips players kind fun people behind marketing teams thinks revenue suck long game fall grace 
1, zero controller support android although play game ps controller better play controller iphone add controller support star 
1, disappointing looking forward play mobile portability keep getting error saying enough memory seriously bigger gigabyte guess keep play pc 
1, new update excited furina comes another problem ignoring crashes freezing update genshin enough space internet connection alright says cannot update genshin redownload times taking much data please fix 
1, edit tried login update pre download game content try login today game told download past quest resources approx gigabyte quests region already far game story need resources quests monstadt please fix 
1, backbone controller support open game many android players improve score controller support android implemented 
1, game trash since raiden shogun first release start play see improvement story side quest main story world quest way boring time consuming 
1, game much potential love game know like devs focusing player enjoy opinion crucial genshin impact repeatable content every day fully utilize built character grind months believe find way solve genshin impact much enjoyable casual players f hoyoverse 
1, issue storage confused look storage completely fine like fit gigabyte understand please fix issue 
1, like game stuck like loading taking much time blank page like sound okay cannot play game wait long please fix stuck matsuke level 
1, worst game play lag like crazy newest phone hard level spend money game pay win game 
1, literally fine problem genshin account log facebook account hoyo please fix said matching app pressed log account please hoyo fix 
1, bug scaramouche scene archon quest teleport fontaine scene name scene fight wanderer crying night wanderer favorite character experince scene fix 
1, game kinda fun fit game universe cinematics gameplay mad like skipping cutscenes miss 
1, game biased wished spend primo character like spend primo cannot seasons character 
1, took half hour account cannot play basically enough storage space deleted games deleted video left photos screenshots deep clean single video left deleting 
1, quit game play almost years spend dollar k regrets game greedy low rewards compared hoyo game weap banner garbage rate guarantee time consuming disrespectful working people every new patch made worse large space rewards rng event option weekend probably worst game terms qol newest hoyo game honkai star rail recent patches made improvements gensh years 
1, years overly reliant dumb fomo mechanic strange developers popular game star rail like disappointing 
1, let login deleted everything phone pay dollar month extra gigabyte games way large man hopefully scam download viral 
1, great game every time try log lazily hing matter login method use nothing happens message nothing 
1, game lay slow grandma gift shop gigabyte downloads treated extra minute cut scene like cut scenes pointless npc chat game artistic waste time 
1, controller support android major flaw put play game bullied buying apple game 
1, game blurry highest graphic needs optimized using samsung galaxy ultra reason blurry enjoyable 
1, play due lack controller support premium game experience android 
1, play game since first month game released story good fun action adventure game options let player skip dialogue story quest side daily commisions quest please add feature player interested exploration combat focus enjoy part game like review may noticed answered bot least already tried 
1, pay welkin moon pass gives primo per day miss primo login someone pays receive whether login spend money game anymore event take long release map updates gives change pace since refuse add endgame content takes much space gigabyte 
1, waited hour game download crashing finally finish stuck white screen dialogue plus voice acting lag badly deleted games downloaded hoping less lag difference load shaders twice load data seeing many people said think right rn 
1, first installed fine went another app saving progress progress gone please fix 
1, update play quest fontaine screen suddenly froze tried exit game move game work minute phone restarted tried load back genshin loading screen froze saw another review problem please hoyoverse fix error 
1, days cannot log game problem malaysia region tried every known connection possible internet connection gigabyte gigabyte nothing good happens 
1, al time stil change servers losing progress honestly shameful sad cannot play large part friends people moving countries devastated allow server transfers add yearly cooldown afraid abuse bad start either allowed skip dialogue cutscenes 
1, account hacked seeking help cs team response slow hope put efforts players problems like 
1, much needed open app delete apps message insufficient space deleted everything saying 
1, truly disappointed game beginning okay everything expensive fp players pov character save primo hard farm anniversary much shows mhy truly care players much bugs game company blatently ignoring bad reviews okay star rail top 
1, game favorite games lot space updates download know lag gaming phone please developers fix issue game favorite game games stop play genshin malfunction please fix thank 
1, matter much storage free gigabyte says enough storage forced play laptop recently broke tried download phone working please help 
1, game keeps constantly crashing motorola gigabyte stylus cannot seconds game crash crash getting game please fix play 
1, star upcoming game anniversary rewards good enough worse literally shlt previous anniversary nothing changes great hoyo please keep consistency keep giving star review 
1, game play play far days sucking data gigabyte worth far loading bars game better epic 
1, app collects everything device internet activity everything type ip address mac address passwords phone number required play game giving privacy rights 
1, gi good game play mobile convenient play however recent fontaine update game constantly reconnecting server seriously annoyed internet connection strong enough play games smoothly please fix hoyoverse 
1, believe hype game nothing advertised play almost month character minimum level deep water swimming swim surface limit people including server time global server players meet greet pvp areas cannot explore attempting enter result game forcing character kill 
1, gigabyte network great signal started download noon pm downloaded completely finally downloaded crashed brand new tablet uninstalled immediately talk waste time space permanent damage tablet hear 
1, dear genshin impact please time much longer level ascension feel like good aoe damage like week stuck adventure rank please change minute minute 
1, game great cool character think primo bit hard win character banners little easier character hoyoverse stop whitewashing character making skills racist research new places good 
1, lost times row worse friend won making distressed feels like targeted play game days way feel rewarding please fix account wishing system 
1, cannot log said bad network bought new internet connection perfect timing pity pulling hu tao next day boom cannot log anymore tried deleting downloading back guess never gonna hu tao guess game first star character 
1, game boring story gameplay monotonous graphic suck mobile game general recommend downloading 
1, giving star install login try download resources says sufficient space size gigabyte byte gigabyte free space happens try delete gigabyte space fix 
1, hate genshin care game content creators making stuff youtube pouring throat like boiling salt interests genshin impact ads hate random dude like gotta explore man find like world worst world animation happens calling world animation generous looks worse ps game time 
1, problem love game play since ladt update issue last loading screen open game hear music sound screen 
1, game fun tons stuff lot character play event always available gigantic world explore different kinds enemies challenges present devs listen fanbase either increase resin cap rate resin reset per minute rng garbage bad gacha rng already given staple gacha games artifact rng bad talent mats low game drops low redeem codes extremely quick expirations 
1, play mobile looks terrible play pc new character like neuvilette use dpi mouse hit enemies simultaneously cannot mobile 
1, patch worst game released boring new character terribly designed massive backlash hoyo ignores favor avoid games company cannot acknowledge fix errors deserve time money attention stingy anniversary always terrible show appreciation players 
1, game amazing complaints made acedental purchase requested refund email account banned giving game star better hoyoverse 
1, day game loading game sucks play game anymore guys game automatically game stop loading taking days 
1, game fun resin system needs work gacha extremely frugal anniversary event terrible 
1, download game fingers bleed game support controllers android play much unhealthy cramp fingers 
1, cannot start game tries download says insufficient space cannot stop download option notice comes immediately 
1, new character broken good try getting spend sorry power creep work killing old constellation last straw fix power creep else quit bye 
1, deleted almost everything tablet cannot play world level cannot game way use less storage please play 
1, able open game whenever open shows please connect internet check network eventhough connected stable internet 
1, kind game ai gigabyte remaining resources downloading says insufficient storage many gigabyte need allow download resources fix play game asked free space 
1, company plan end game content fontaine daily quest always stuck coffee shop much quest needed clear daily quest annoying 
1, keep kicking game around downloading shaders weird play ps mobile never happened writing review laptop 
1, log update newest update keep saying insufficient storage error storage fine tried times 
1, anniversary rewards years well already set expectation low nothing special comes genshin anniversary another normal day moreover dehya underwhelming need fixed 
1, think update downgrade terms performance graphic quality size game storage good chipset unpleasant experience patch possible carry future update please address fix developer 
1, downloading resources saying downloading resources downloading resources like days since installed saying downloading frustrating gonna remove downloading graphic design good since cannot play game giving star 
1, help bug cannot enter game said may bug needed update game let play game exits game hoyoverse title pops help please 
1, decent game decent stroy telling dissapointing gacha rates know genshin made cash cow develop hoyo games game truly another pinnacle trash game confused people play abomination mean come true developers game bunch sadists need players pay fucking care fp see reward game gives care fp 
1, hoyoverse please option change storage location sd card move part game sd card android cannot download game limited storage phone gigabyte know possible requested option like available easier android players 
1, play game hour betas unlike dumb review bombers say whether casual player time experience hardcore daily grinder game sit back relax explore many steries open world unfortunately mihoyo many shady years gonna drop rating 
1, game good new update released tried log game log tried everything log tried re installing resetting internet connection internet connection alright tried restart phone redownload log tried search deal error followed seem log tried switch internet let 
1, last update play game cannot head hoyolab discuss new content play game tap cancel message come 
1, cannot skip dialogue wasting time dialogue cannot play long working please fix 
1, fake reviews flag said game almost entirely pay play character hit level mistake raising adventurers rank regret say ramps difficulty exponentially barely beating enemies level level slanted towards game force buy character upgrades scam sorts frustrate paying advance game endlessly grind months 
