score,content
1,the app has the option to delete finish quest but they will be reinstalled if you open the game again there is no way to choose the other voice over language unless you can access the game which is already impossible for me this game is still too big for my tablet no matter how many files i deleted just for this game better try other games
1,my rating used to be five stars but i am returning to the game after a while and i log into the same account and server as before and all my progress is lost i tried to search up a solution and got no help from the support team the only fix they gave me is for pc and it requires a third party app to access lost files and it is not compatible with mobile i am gonna delete and if you have the same problem i suggest you do the same the tech support for this app is a joke if i could i would give zero stars
1,this game needs to put out there publicly that the mobile version takes almost gigabyte right off the bat it may delete a lot of that after the initial install but if you do not have dollar to spend on a gigabyte phone do not install this on it i have a gigabyte phone and have gigabyte of un ueed space and i still cannot download this mobile game since when tf does any game on mobile take gigabyte fix your initial download size and maybe you will have a player base again i do play on console and like that
1,add controller gamepad support for android ios has it very bad experience so many updates but not addinga good experience feature wasted gigabyte for this low quality content uninstalling it when you add gamepad support will think overit again
1,very good game lore aspect good graphic aesthetics great open world but there is no way to get resin unless it is paid without resin only archon quest can be considered as content and once it over back to being dailies and log out and do you know how many days of resin it took to get a character to a good status and level expecting good change is a disappointment if you want good experience just play star rail changed to one star because of terrible cs team
1,some quests are impossible to complete they are simply too difficult like the raiden training quest for me it is impossible there is no skip quest button no way to continue in the main archon quest it takes too much skill and timing that i am incapable of so i cannot play anymore there is no way forward from this quest nothing to do here but quit the game
1,now a days game getting worse story are getting bigger story conversation taking more time that playing puzle game is getting lesser so ther no much interest now a days all time is getting wested listing the story open world enemies need to be more tough to play it should not take long time to defeat instead they should do more numbers damage
1,great graphic fun game but play on windows playstation or even ios for controller support and still no controller support the android version is a last class citizen edit i have already been providing feedback on controller support for years update still no controller support
1,it was great until it deleted all my progress on my account it did not happend to just me a lot of people have the same account same i would blah blah but there progress got back to zero please fix this hoyoverse because people spend blood sweat and tears into this game all three of my account were either reseted or cannot access despite making sure its the rigth password
1,it is a good game overall but they made it to where my new phone which is a newer type of phone was not able to get the resource packs to even play the game i uninstalled eight apps and its still not good enough and they were giant games including my email
1,fun at first but even in your first game you will be burn out from it the game is just too much from a open world game the reward is not benefitting for the hard work you put in the game a challenge that only give two primo a slow long seelie chase that only give two primo for a primo per with even gifting is not even very good everything is all about contest to earn in game money with winners of the b millions of players character design is so so everything is rng
1,am frustrated about the artifact system of this game did more then one hundred domain just to get all def artifact what a joke feel like killing my self hope you guys fix it i like the overall game but only because of the artifact system this game gets solid of ot other then the artifact probably it gets a solid not to mention the spiral abyss is too hard for a free to playplayer like me please remove the timer option in abyss it is so unfair those pay to win players kill one hundred lev boss with one short
1,the smart way of sapping money from children is by locking suitable character to progress through the game behind either a paywall or leaving it to chance is what this game is about the game makes it near to impossible to earn a good amount of tokens to with and the chance of getting the character is ridiculous and that makes people want to spend real money in order to get their favorite character before its gone for a while the game later on requires you to havea five star character to progess
1,no controller support on android the game is amazing story quests character all are great but just not on android i will gladly change this to five stars when controllers are recognized in game on android without using third party apps
1,what is wrong with this game i thought i closed the app but i did not know that the game was downloading recourses in the backgorund it used my all gigabyte of mobile data and my battery was when i opened my phone the game sends notifications silently so i could not notice i think it should ask for downloading recourses in the background i hope you will not ignore this
1,my genshin is lag even though i have so much storage after i updated my software on my phone two times and seahorse boss entrance made my genshin freeze and make my whole phone crash after a few tries it is even worse when it loading at the elements screen it crashed hoyoverse please help me
1,i have been playing since launch but they hardly improved anything having to wait three years for a quick gadget change option is just wow a skip button still not existing in the game since launch these should be basic thing i think not a three year improvement plan just goes to show the mentality of what is important cannot play more than minute daily there is nothing to do at least for people who play for a long time such a shame the game could be so much better goodbye genshin impact
1,why do not you listen why do not you solve the problem one star now there is keybinding option but the game does not support gamepad why this game is good so it should support gamepad too i want to use my gamepads on it but it does not show gamepad option please fix it add gamepads support please
1,to the devs you have made a great game great story amazing audio and phenomenal character to the corporates i understand it is a business but you are being too stingy with the rewards and tiring aspects like rng artificact farming
1,this new update is so annoying my game keeps crashing everytime i do the new archon quest i keep having to repeat the story again and again and it sucks just because my game keeps reconnecting i do not know if it is because of my server asia but come on let me finish the archon quest bruh
1,i have been playing this game for more that a year but recently the game keeps crashing minute in the game i have looked up about this issue and many players are experiencing the same problem please fix this problem
1,i have played this game for a while now and although it is not perfect i have enjoyed this game and even spent money on it however the main character the traveler my favorite character in the game has been treated poorly especially with the release of fontaine the hydro element they got was the last straw for me with how it functions and until they fix it i am not spending a dime
1,i would love to be able to give a review but i have not even been able to register much less play i enter my email and pick a password but all that info is gone when i come back from getting the code from my email and the seconds i have left just is not enough time for me to reenter all that info i am sure i would enjoy this game it is right up my alley but i am frustrated before even playing and that is not a good sign of what is to come
1,this game is very fun and the open world and music are amazing however the artifact system has too much rng and they rarely add quality of life changes to make the experience better edit here is chance of me giving you a five star
1,if you play you will be constantly contacting the customer service to have them fix your ping if you are enjoying a ms ping daily once a new update is nearing its release date they will segregate your account and your ping will become worst and will climb up to ms ping yellow and it will permanently remain in there unless you contact the customer service to have you rerouted and get it fixed this has been an issue for three years the devs are incompetent and they do not improve their server
1,amazing open world design with complex combat system although the game is filled with too much rng and currently the game is very predatory with its monetization combined with very stingy developer team
1,when i do not play it for a while i cannot play it unless i uninstall and reinstall the game always getting an error unsuffient storage i still have lots of storage left though it is taking to eight hour to download this game brcause its gigabyte
1,hoyoverse did not try to reduce size games and decided making clound stream witch is too much queue and not optimized at all devs did not care about new content for end game player everyday login game just feel boring and its still at and already gigabyte size did not makes sense at all first anniversary till now the rewards still not much and useless reward if this still going i afraid genshin will be dead game as soon as possible
1,unable to download the content but there is no reason why a game for a mobile devile should need that much storage space the game is saying it needs mg that is gigabyte unreal i have been in apps development for years and never have i even used up gigabyte on a pc for any application
1,when my game fully loads in at the loading screen with elements when the geo symbol fully liads in my game freeze and the geo symbol loads backwards when it does that my game crashes i tried installing and re installing the app buf it still does not work my phone has enough storage so i do not really understand why it crashes like that please fix it
1,seems great but no controller support i am confused why there is an option for changing control type when it is not actually implemented on android it is a bit rude i am done with these developers and the gambling implementation my country has a huge problem with gambling gacha is heavily sanctioned and more convenient than gambling has ever been not helping please do not predate on humanity guys again quite rude
1,really bad experience play this game my account almost lost i try to log into my pc account but cannot i even create other email to log in by using facebook and twitch but also cannot what is wrong with this company i cannot imagine people spending so much then their account been hack so far i can only play at my phone but it is really bad experience especially play at abys
1,exploring underwater is so bad the unnecessary censorship makes a disturbing focal point and annoys the hell out of me when doing combat or puzles stop bringing chinas censorship in global it is so annoying even tower of fantasy does not have that kind of annoying feature
1,this game is designed to make money compared to honkai star rail or any other gacha game from china or japan e gigabyte blue archive arknights colorful stage azure lane and the list goes on and on genshin is lacking a lot of quality of life features from honkai and is unlikely that they will manage to complete the teyvat roadmap smoothly
1,do not bother playing if you are looking for action packed adventure game it is literally a freaking visual novel with combat sprinkled here and there no end game no purpose to build your character just running around picking mint that is what you do in this game
1,bad security i tried to get into my account just to be told my account is not exist instead the email changed lodged the report yet they told they cannot resolve the issue what are you talking about i grinded account and top up and then all you can say is you cannot solve it
1,please if you are new do not try this game not enough currency for you to catch up to the game banners also every time they release event they are super long and not rewarding or they are super short with hardly any rewards
1,i love this game but it absolutely eats up my storage i have deleted most to all my photos and videos plus any other apps i still cannot install the full game this happens every single update and now i cannot even download this update i physically cannot play the game i have spent money on this game countless hour and now i cannot even play it i have been a very supportive fan of the game but this is absolutely unbelievable i do not know how i can get back if anyone knows please help
1,the game is lag even on the lowest graphic the controls are a little bit clunky but the game is good just do not expect it to be amazing experience
1,it got even more sucks after update starting from problem occurred with the server frequent reconnections even when ping and internet connection were good trying to using three different isps using vpn but still same problem was not only with wireless connection on smartphone but also when using cable connection on pc
1,honest review from a adventure rank player genshin is not worth your money so do not ever think about spending too much money on it the artifact drop is insanely annoying you will be stuck grinding for one artifact that you need then it will just roll on def and hp absolute bullsh the rewards are almost nothing they also love adding new bosses but never increase how much rasins you get and this game is not even the favorite child i used to love this game but now maybe other games are moreworthit
1,this game is incredible in every way story gameplay design etc but the massive problem is the greedy and stingy development the ability for free to play players to get the in game currency is so slow that it takes multiple months to get a five star character not even mentioning losing the the anniversary rewards suck and when you finally get the five star you want you have to spend multiple weeks getting them good artifact whose rngs are literally meant to give you bad stats like def and hp
1,even account creation process was close to impossible to complete hire some better user interface designers who has idea that wide on screen keyboard was horrible registration process to say the least uninstalled
1,i have been playing adventure rank for three years i am tired of this game it is a stingy game with prizes spends a lot of money in the end the game is monotonous not to mention those who do not spend money they just keep losing just a suggestion give gifts do not be stingy it is the turn of the honkai game to give lots of gifts i feel like i am going to quit i am tired of this game i am will not touch this game again thank for the three years genshin what about the anniversary gift just the same last year
1,i hate the wishing thing because of how hard it is to get a character i hate how hard it is to get primo and i heard that they are going to adding triple banners in stead of double and double is already hard enough i am not happy about this and i have been playing this game for three years
1,takes hour to install did not play cos it is just too time consuming to even try and load it up and i am running a brand new phone with great internet speeds
1,why genshin hates it is players so much i been playing the game since and we have so many problem and complain some of the are got fixed but it is nothing coplmpare to what they should do like everything we ever wanted is in honkai star rail why i mean most of our problem got fixed but in a defferent game it is really duspointing and so carefree if can do it in other games why not implant the same ferure in our game why cannot we just play the game we like and enjoy make gi like honkai star rail
1,before release i was trilled for elemental reactions mechanic unfortunately the game is more focused on being a talking simulator with endless unskippable dialogues do not get me wrong world mysteries are intriguing but i spent hour minute on one hangout quest literally only chatting with character and i have more like it developers should heed player feedback for improvement i am short on playtime and i cannot be the only one who has been requesting a skip button since season right
1,when i first started half of my gameplay was straight up talking and of the rest was finding the quest the early game prevents beginners of this game to not be able to play it at all
1,for getting a character you have to play and getting that character you want is have chance this game making you pay for it and there says yeah bruh our game is free to playand you no need to pay for this game why why with for a character why luck its have no mean here just pay and pay and pay this game is very stingy and after a short time you cannot progress without spendin i really hate this system
1,ever since fontaine dropped my game kept lag and crashing constantly when it never did that before even when i am in mondsadt it is lag now and reading the reviews i have found out that this is happening to nearly everyone so it is a game problem not a phone problem
1,switching account requires lots of data to redownload all the deleted files even if you cancelled switching you are obligue to download huge files
1,honestly i love this game and am absolutely disappointed i have to leave such a bad review on this however with me previously being a really hardcore player so much so i would even spent money on this game it is really irritating that since i do not have access to my pc i can no longer play even though i have a compatible android everytime i install i get to play for five minute and then it crashes i will relaunch get in the game and it crashes within a few seconds of me clicking into any menu
1,absolute lack of qol features ruin the game years in no reserve resin stamina claims to be a story focused game but quests constantly lock each other out for arbitrary reasons they attempted to fix this with a suspend quest feature in but is incredibly limited
1,i love this game let us begin there that is why i am looking forward it to improve i love the stetics music and graphic of the game i would love to get to the end of the story and keep playing however during three years player have been asking to improve thing like the resin system or add valuable content or quality life but all of our opinions are not taken into consideration and as a player i feel the company only sees us as money and does not give importance to the well being of pys
1,i got the game on my chromebook due to it being too large for my cell phone and even with intel core i and irisx graphic the shaders kill the game before it can fully download i did not want to stop playing but i have been forced to stop
1,genshin impact is such a rip off i regret downloading genshin impact cause i saw this game in the internet and i really wanna download it when the download is finish i put my user and password i tap the begin and wait a couple minute and then i saw an error that said insufficient storage space please ensure sufficient space and try again code but my game is not much so i deleted some of my games and it did not work so i deleted genshin impact
1,overall i like the game but the artifact farming is truly trash the rng system seriously kill me i spent more than one year just to farm artifact for only one character and still not finish i keep get trash artifact status this is one of the fun killer in this game
1,the weapon banner system is the worst and makes the game the worst possible please use a different algorithm otherwise the game is pretty much for the rich people to be honest
1,do not download on computer or phone i got this on my computer it has good speed and can run much faster and full programs i was on one part for minute that should take due to the game not responding no damage was being done and i was frozen unable to move it is said to work on mobile but that is complete bullshit i would use my console a switch but no it is not on there which genshin said it would be on switch three years ago
1,the game is beautiful but only beauty is not enough for gamer we need a simulated universe a rogue like battle mechanic system its been three years i have been with this game and i think its about time i play new games rather than stick to a lost cause a lost battle peace
1,i hate this app i with i can rate it a zero star the challenges are annoying and an error happened again i was doing a challenge and there was still three seconds left on the timer i killed all the monsters but it still said challenge failed i did it five more times and still challenge failed
1,personally its a wonderful game except the huge space needed for it lots of people i know had to get a new device because of this and worst no one is fixing this although people write this they do not answer and do stuff to make it even more storage please fix this
1,this game is a huge waste of time it is just a place to dump your wallet and be satisfied i am an free to play free to play player and low spender genshin i have lost countless in a row and i am not too mad about it however i have been wishing for wriothesley in genshin impact since his release and still have not gotten him i spent a bit on his banner and lost my and now i am stuck thinking about my choice all i ask is for a better wishing system you probably will not read this as usual
1,i hate this company and this game the wors anniversary event they made us wait for nearly the whole month without any info and some people are still waiting for their rewards people that participated in this event after deadline got rewards and people that did everything right did not get any i have no words it cannot be worst do not download this game it is awful stingy greedy
1,my account still not recovered even i have already sent many messeges in customer service via in game feedback and email please respond because its almost a year that i have not access to my genshin account that keeps lag in the element loading screen each time i try to open it but it will not let me in and i try creating another account but after reaching the new map in my new account lag then i will not let me in just like what happened to my last account please respond and help me
