reviewId,content,score,at,appVersion
5c0a1a7c-c0f2-4f22-8ff9-cd65f9f3b5e7,Giving this game a 4 stars instead of 5 because the characters are AMAZING and even the graphics are GOLD but the stories that you have to complete is soooo boring AND THEY ARE SO BAD and yet sometimes so hard to do and it takes forever to discover the new worlds but ethier way the game is pretty good I do recommend it if your only looking for good graphics and fighting.,4,2023-07-18 11:47:46,3.8.0_15672274_15939604
3966935b-0955-467a-a524-a0fbf455757e,"this game is very good! they're very generous with the content, however there are things that can be improved: first, the resin! there are so many things to do here that requires resins. raise the resin to at least 240 or 360 and players will be happy! second, the RNG. ik the devs will probably do nothing about it, but i really hope there's some way to make the rng a little bit better TT third, please put a skip button sometimes like during the npcs’ event dialogues .. they make my head ache",4,2023-07-23 21:28:01,3.8.0_15672274_15939604
21c63268-34a6-455f-abe7-a3a4de3329df,"SO the game is great and all, I was playing the game and streaming it, but I myself ran into a problem. 1. You cannot do character creation and customization and 2. I did not realise till later that you had to pay to level a character and weapons/items, not to be honest that part got under my skin so I literally stopped mid stream and decided I would not stream the game. Don't get me wrong, the game is great and I did enjoy it for a bit until I realized I was not making money in game so yeah...",2,2023-09-05 04:53:02,4.0.0_16983586_17100363
ce5362f2-c4b5-4d69-9677-ce6bc600f39c,I LOVE this game sm! It's really fun and the characters designs are so cool! I really enjoy the newest region as well!,5,2023-11-09 20:24:45,4.1.0_18054760_18121248
f1a03b87-22ad-455e-af18-9f80d3c7798e,"I played this on the PS4. I enjoyed it but it got hard to get items for leveling characters. So I lost interest. But was feeling nostalgic, so I downloaded it on my cell phone. So far, it's exactly how I remembered it. And the graphics are awesome and it's fairly easy to play.",5,2023-07-19 13:39:48,3.8.0_15672274_15939604
fab76f7b-32be-4fcd-be2f-b6a9487866fd,"I've been trying to load into the game for over 2 hours now, and every time I try to START THE GAME (I haven't even made it to the game yet) it just says insufficient storage. I've heard great things about it, but I can't even load in. Edit: I got into the game on another device, and it's amazing. Great graphics and storyline.",4,2023-08-20 07:10:53,3.8.0_15672274_15939604
b48f1a4c-4ec9-4d9a-806c-b6507dcee3fc,"After the new 4.2 update the game on my android (pixel 6 pro) is unplayable, it lags so hard when I use elemental skills or bursts",1,2023-11-16 07:32:48,4.2.1_18831865_18963989
12292482-07a7-4c9a-863d-adee43ab4284,It's a really good game but it's annoying how it now censor words like can and me and the fact that you can cuss and it doesn't censor it but other than that it's cool can you please fix this,4,2023-11-09 10:42:55,4.2.0_18831865_18963989
2d210154-6f23-436a-91cf-211e6f0bfa38,Please add controller support for Android it's been 3 years! 8bitdo is even releasing an android genshin impact official chongyun controller so let us use it on Android please 🥺 🙏,5,2023-11-23 21:32:43,4.2.1_18831865_18963989
6a242eb8-4fe3-4a58-8119-1f72b6e45261,A really good game. There's no flaws in storytelling the bosses are thrilling but not too sweaty and the gamplay is overall incredible,5,2023-10-04 19:47:56,4.1.0_18054760_18121248
298758c1-6d00-4849-bd0e-1cac7bf6a1ed,"Very fun game at the start, rates are pretty abysmal though. If you're looking for a game in which you get the characters and weapons you want look elsewhere. With decent luck you can get a couple you want if you save for an ENTIRE YEAR. Do not play the game if you want good updates that aren't just focused on dialogue, not actual gameplay. If you want endgame content, this game sucks. If you want to not grind for hours on end every day just to lose your 50/50 this game sucks. Do not recommend.",3,2023-09-28 05:04:59,4.0.0_16983586_17100363
000097cf-4403-47db-9fe5-135c8fe92a48,"When 4.0 came, this game is doesn't let me enter, i keep restarting my phone and tried a many solution but still didn't work, i'm stuck at the geo sign loading screen and it warning me that ui isn't responding, pls fix this hoyoverse many people too having this error especially those who are low storage. I love this game but it so laggy and keep crashing and now i'm stuck at the loading geo sign 😭😭",1,2023-09-05 23:54:39,4.0.0_16983586_17100363
b823c003-6b6b-41a6-9fc3-966ca502b30f,It helped me through a lot when I was younger and it still helps me now and even efficenter place it's still the thought that counts and it always make sure to go after the thing that you need the most liked how she needed her brother David remind you to always believe in yourself.,5,2023-09-28 08:01:35,4.1.0_18054760_18121248
31b60900-7b22-4892-a7c8-d58386a2ced2,Awesome game so far. Great graphics and runs smooth! Just wish I could use Xbox controller without having to pay for an app. Using android,5,2023-10-13 02:43:49,4.1.0_18054760_18121248
5484fa15-2238-49c4-bed3-7892d353874c,"honestly, this game is very fun to play in my opinion! When I'm bored I just play this game and I get so into it!! (I sometimes rage quit) You can play with friends and play in co-op mode once you reach a certain level. I love this game and the Fandom! The characters are all equally unique and the plot is super cool!! Overall a amazing game and totally recommend if you like anime!",5,2023-07-05 06:31:31,3.8.0_15672274_15939604
20db564d-9852-4510-a5d6-118f668e5f72,"I've played this game since it's second anniversary and I must say it was a fun experience until the bliss faded and I saw it for what it truly is, a cash grab. No good events tedious story horrible rng and most of all the pity system and the complete lack of empathy for the free to play players It says 3rd anniversary but it's really just 2 10 pulls that's it no love or effort. Other gaacha games give more but this this is just utter garbage, save yourself don't play this trash",1,2023-10-15 12:13:13,3.8.0_15672274_15939604
6c0d92d6-c12a-4261-9169-d592311e056a,"For me, genshin impact is perfect. Good story, concept, excellent world, events, and graphic. I also love the fact that you can thrive even being a f2p player. So spending is your ultimate choice, not an obligation. I love this game so much. Well done!",5,2023-07-23 05:48:01,3.8.0_15672274_15939604
aea1f410-2a21-4e6f-a24e-dab126c90028,"I've gotten really far in this game, and I gave to say, it's amazing! It's ftp friendly, and it's just the right amount of challenging.",5,2023-10-15 01:59:56,4.1.0_18054760_18121248
cbd659b0-2444-4303-9950-9e18ad812556,"This game is so addicting for me. I was playing this game and I had a lot of fun. This game has good quality. The characters are really great, they had the quality needed. Kaeya's voice is a bit like shawty, nahh hahaha just kidding. The story is interesting for adventurers. It explains all. The game is equal and fair. Although I had no experiences playing with such a lagging game. Idk why but I'm annoyed because I never played such an exquisite game. I can say is that it has a very good quality",5,2023-08-06 10:13:25,3.8.0_15672274_15939604
cadd4f2b-6f84-4103-a8e5-fa87f3bb7937,"This game is very amazing, the new update is cool. 4.0 Fontaine is also breathtaking and the underwater mechanics are amazing too but whenever i try to log in to play the geo icon takes so long to load, please fix it.",4,2023-09-03 08:15:20,4.0.0_16983586_17100363
cf521a9d-62fb-401f-87c3-1b98e42a3755,"It's good so far,but it keeps kicking me out! I was in the middle of fighting! And it kicked me out! It's annoying, but good game.",4,2023-11-22 21:59:35,4.2.1_18831865_18963989
c329fe9b-986c-4f2b-923a-29b7c4af7683,"It has good characters and pretty epic story but I think resin cap should be higher since it's getting added to star rail too . Co op experience is not great but I guess it's ok. It's a good game you can choose whether you're just playing for lore,comat or to just wish for characters you like.",4,2023-08-16 10:02:10,3.8.0_15672274_15939604
aa5ebe67-a703-4845-9efa-a579382753fb,The game is fun but I really wish the drop rate was improved. I wanted the get the 5* characters but the pulls are so bad. The wishing system is bad. I do not WISH to spend so much to get a 5* character. I get nothing but weapons and maybe just maybe a 4* character. This needs to be improved a little.,2,2023-07-25 19:40:05,3.8.0_15672274_15939604
4185fb42-623c-4f9a-adac-5c751faeb072,"Thanks for the game. This game exists 3 years. He have big history with many character in open world. This is casual game, but people can try breast abyss. Waifu gaming it first place!!",5,2023-11-20 20:11:58,4.2.1_18831865_18963989
87a6f5ec-426b-404d-9efa-f0f8ab281486,"Genshin is a fun open-world game with a ton of fun things you can do. You can battle, explore, play with your friends, etc. However, the amount of storage this hame takes up my phone is nearing 60gb due to the new regions and updates it requires its players to download. Dont get me wrong, the lore and story makes it worth it, but I think mihoyo should limit the amount of gigabytes needed for mobile players to download. I love the game, but many people quit bc of this exact reason",2,2023-08-17 13:33:12,4.0.0_16983586_17100363
ceb25cca-90c7-4b55-a222-4d810f1fcd89,"You guys have no idea how much I love this game soooo much! Whenever I see merch or cosplayer, I would scream the top of my lungs! The style, characters, stories, graphic, adventures They're all awesome! Please keep updating so players wouldn't get bored. Although we might get problem if we used Android I don't really care! As long as it's Genshin Impact or Hoyovers game I would likely recommend! Please don't ruin my expectations, and never change my mind! Have a nice daayy! ଘ(੭ ><)━☆ﾟ.*･｡☆ SUKI",5,2023-09-24 16:10:41,4.0.0_16983586_17100363
6580af21-256c-4bb0-880b-4042095b9938,Hey! The game is great I have felt no problem like bugs or glitches but can you guys optimise genshin for the samsung a54 or exynos 1380 I would greatly appreciate it.,5,2023-11-24 22:05:56,4.2.1_18831865_18963989
92c8ee26-5401-482b-8d5a-00234bf24a8d,"I've been playing for a year and a half now.. this game is reakky good and all but today i just encounter a problem which i cannot log in my acc through fb.. it keep showing something went wrong.. please fix this hoyo, i want my acc back",5,2023-11-26 20:20:39,4.2.1_18831865_18963989
5fb3795a-d831-445d-bcbe-14cb5245a746,Nothing to say this is my first time play it and I never see it on yt or any platform just this game always show up in ads game so I tried it...maybe I play little longer to know about this game,5,2023-11-26 14:18:10,4.2.1_18831865_18963989
3a46a707-0d51-491a-a481-daf7ee5eab9a,"Waiting for one day that it successfully play on phone with smooth, no lag and no over heating my phone but too bad, it shouldn't be mobile game anymore. Have fun outside play with friends but our phones cannot handle it. The new map is burning your phone when only gaming 30mins around, play in low graphics also can't help much, all u get are only lag with heating and nearly burning phone. Better play on pc which requested 80 to 100GB to download it. But still better play on phone.",1,2023-09-01 00:34:01,4.0.0_16983586_17100363
5857ee00-c2f6-4069-97d2-73f8750af9dc,"It's an absolute fun game! I enjoy it so much I love the graphics and everything about this game, keep up on the updates!! ❤️‍🩹",5,2023-11-08 21:40:11,4.1.0_18054760_18121248
d7673943-4cda-417b-b8f6-5dd31c3d5903,"Hi. Can you guys fix the issue that has been there a long time ago? Its the dmg, icefield and grass on android arent showing. Hope it get fixed",5,2023-11-16 22:31:09,4.2.0_18831865_18963989
bad99c69-1373-4ff4-ab56-2e9362abf8d4,I love the art style and story if this game! It looks so good and the story of this is just great! Especially when you get characters st the beginning of the story! This whole game is just great in many different ways!,5,2023-09-12 06:10:13,4.0.0_16983586_17100363
24369013-8a4c-4e4d-b793-da2968001cc2,Its a worst game ever I played for 4 months for kazuha I didn't got even a good 2 piece set for kazuha they really test patience untill we give 1 star review i am ar 55 level wish event is waste I didn't got even a 5 star character In low pity battle pass is unaffordable,1,2023-11-16 16:24:02,4.2.1_18831865_18963989
cdd80157-4fa8-46cf-8fdc-dc46923c7bf7,"This game is the best online, adventure mobile game the map is so cool and the monsters and bosses are strong enough to have fun while playing alone or with your friends you can upgrade your characters as you want and the grafic are cool but my problem is with the space why all this space and it downloads a lot maybe half an hour to only enter the game but beside this it is fantastic game",4,2023-08-14 20:26:26,3.8.0_15672274_15939604
df070779-6e42-4f97-8158-08afb6592a37,"It is really amazing for a phone game, free to play and no ads! I wish I could rate it above 5 stars! It is currently my favorite game! It has a huge area to explore, many awesome quests, characters, and things to do!",5,2023-07-16 06:39:02,3.8.0_15672274_15939604
1999c5cb-5ba0-4fb0-89cc-841be2833237,"I love genshin been playing it for a year now, i must say its an expensive game, you need a good device to play the game since its very heavy on graphics. But all in all the Theme song and the lore is very amazing. Its just hard to earn primogems when you're lazy and an free to play haha.",5,2023-07-13 09:31:00,3.8.0_15672274_15939604
de32238b-becb-4cf1-8285-e903056d3b09,"The best parts are the exploration and the fighting mechanics but to get the best out of those, you need to do unnecessarily huge amount of grinding. I also feel like this came has the biggest identity crisis since it's trying to be rpg (but none of the dialogue options affect the course the game), rhythm game, gacha game, card game, cooking game, decoration game, dating sim, detective game and whatever they decide to pull of.",2,2023-09-16 12:36:58,4.0.0_16983586_17100363
5fe15181-d034-4863-a8f8-3f73512ec6d9,It is a known problem but having fewer chances to pull the character you wanted is giving me more reasons not to play regularly. Pity system is also very frustrating as it may vary from 0 to 90 pulls. It would be better if even it is at least 30 to 50 pulls to trigger pity.,3,2023-07-05 12:59:34,3.8.0_15672274_15939604
a5d7f7e4-aa84-4d52-aee4-66dc1c553db8,Good game like the story line you can do what you want in the middle or the quest as it does not force you to walk a path and head straight to the quest area,5,2023-11-05 06:59:10,4.1.0_18054760_18121248
31b8cf2f-d55e-4744-b838-3e60b5d4ce3d,This game has some lags but every thing else is perfect. The characters are stunning and they have backstorys forcing me to the end of my seat. This game is amazing with lots of adventures to do.,5,2023-09-27 06:05:45,4.0.0_16983586_17100363
41056f0e-1436-4269-b64c-9f0786fcf764,"The new 4.0 update has been taking a lot of time to load but now, it just freezes once it has finished loading and exits the game just like that. I love genshin but I'm really frustrated because I haven't been able to play for 3 days now.",2,2023-09-02 02:27:09,4.0.0_16983586_17100363
2153511a-95c6-4d70-9f3f-3b2d11e9b7bc,"good graphics, voice acting is good, good fighting system, and so much more!",5,2023-11-23 05:59:20,4.2.1_18831865_18963989
414f6611-0299-44ef-8e3d-a3dfc28afafc,"Absolutely love this game! The scenes and graphics are great! The open world map is beautiful. But, I play on my phone so I have to delete a lot of stuff to get the updates. Still love the game though!",5,2023-08-08 01:22:02,3.8.0_15672274_15939604
ad919b58-7553-46d7-8595-684e2800a1e6,"I had a great time while playing, but the new updates reset my progress. It is my fault, since I didn't log in yet, but I'm just a bit upset about it",4,2023-10-23 06:37:33,4.1.0_18054760_18121248
77083db6-4f8c-4242-b0f0-66d951d3d76f,"Genshin is a very wonderful game but it is becoming boring, I hope you can add some more useful settings like more sensitivity limit and more useful dodge mechanics because dodging is very dull and pointless because of very op shielders and reduce enemies attack intervals to give us time to react and I hope you can add some camera distance option while sprinting and better targeting system like in star rail and HI3 to avoid confusion in battle and more camera combat options.(Just my suggestions)",3,2023-08-07 22:06:42,3.8.0_15672274_15939604
665bfed4-ed82-4b28-a224-00491772c82c,"The world is amazing, the story and the characters. If you want to play this on mobile, make sure your phone has enough storage. I play on pc, but placing on phone is also nice since I can play anywhere I like.",5,2023-09-25 08:30:35,4.0.0_16983586_17100363
af4e7230-e409-48f6-983a-52a741674316,Game is way too focused on whale players. Not everyone can pull 100 wishes on every/most banners. Fate points reset is by far the worst feature here... makes me want to stop playing at all.,2,2023-10-26 10:24:40,4.1.0_18054760_18121248
64183757-3ea3-48ba-9f8c-f8e3a8679812,Greedy company that doesn't reinvest into the game to keep its experiences fresh and fix in game lip sync with voice lines. Will only get worse over time,1,2023-09-29 10:39:52,4.1.0_18054760_18121248
02d264f9-eb7e-400a-85ee-39f860998f43,"You've lost your touch. Thanks for making traveler the most boring mary sue to exist. Not only the story have been of low quality, but the limited timed events seems poorly planned as well. This game had so much potential, and now it's gotten bland and boring.",1,2023-09-26 12:33:33,4.0.0_16983586_17100363
82e6984d-1e45-4e17-8de5-544afba2b80a,I overall love the game but I couldn't get into the game. I am currently installing this game again to see if it was a glitch but I really hope I can play this game.,1,2023-11-25 03:17:01,4.2.1_18831865_18963989
27f87a21-48c5-44f8-bbf6-8c4fded1c168,I am using Oneplus Nord CE Lite 5G and it's smooth and great FPS and Although it take nearly 25-30 GB of space out my phone it's still normal and wonderful performance (Ram - 8+4 GB) so I have nearly no LAG (but there is LAG but only after 2 hours of constant gameplay! Wonderful and Free to PLAY Game (doesn't require money to be spent on the game) Relax and Spent some time to go Forward with the game by playing F2P characters!!,5,2023-08-20 02:05:02,4.0.0_16983586_17100363
78ac3e1c-74e1-4867-8b8f-f24fe247f36d,Love the game play and the character design is amazing but I can't play the game anymore because it takes up to much storage and is getting bigger,3,2023-10-20 14:13:30,4.1.0_18054760_18121248
974dab0d-2dff-4e7c-b5d7-dc6c0b13b952,"For years of years i searched this type of game like great graphics,great storyline just enjoy and feel its adventure.explore the world to get everything you need and for heros practice makes everything perfect like use the bow one for distance kill and you don’t have to pay any kind of money but you can if you have primo deficiency or just want the best characters for you.there are no flaws in this game generally.thank you hoyoverse to create this masterpiece.",5,2023-08-16 11:31:18,4.0.0_16983586_17100363
7b81b36f-5387-4e89-b068-3a71e86017ff,"Best Game, everything will go smoothly if your device can withstand the insane storage consumption and the graphics. My advice to mobile players is to lower your graphics to the lowest. That way, you can enjoy smooth gameplay, smoothness over graphics if you'd ask me. (if you have a potato phone, then condolences tbh)",5,2023-08-27 20:44:00,4.0.0_16983586_17100363
0f190d1b-9216-4238-b96d-e19cc26fb002,It's is a good game but I deducted that one star because I think the spiral abyss is hard. It's hard for new players to experience it. How are you gonna expect a new player that has to do combat in a time limit but not get the rewards at a certain time stamp? Please hoyo thank you,4,2023-08-05 16:40:50,3.8.0_15672274_15939604
a7f49efd-9747-4283-874f-296522714544,3D open world adventure. Highly recommend this game as it's really fun and the ads aren't lying 10/10,5,2023-11-11 10:48:08,4.2.0_18831865_18963989
6bca0866-d22e-4acf-a127-865e0f896d95,"Can't get enough of this game, just wish we could dress our characters more especially the traveler and pet/play/hold the dog's and cat's. But, other than that, I love playing and swimming. Lol",5,2023-09-20 20:38:39,4.0.0_16983586_17100363
ef781bc1-7cd5-421c-be42-9f981814bac7,It is a bit hard to use for newer players and I'm glad it's not like pick the male treveler if your a male and pick the female traveler if your a female.,3,2023-10-19 17:58:27,4.1.0_18054760_18121248
78063e74-4eeb-42fc-8f0d-7cbed5a82732,"If by chance i don't play this game for 3 to 4 days, it just keeps on downloading for 10 to 45 minutes.. It's just so irritating..",2,2023-10-13 16:12:02,4.1.0_18054760_18121248
79a5eced-f12c-4fd1-ab8c-66c95eedfa18,"Game is very good, graphics are totally mind-blowing, environment is amazing, controls are smooth. You can play with multiple characters as you progress in the game.",5,2023-07-23 00:16:45,3.8.0_15672274_15939604
1a3f9b0c-5e08-4778-8f31-943b9dd24d8b,"I love the game, the characters, the map and the lore. I really do. The update has made it rather insufferable playing it, though. There's a glitch that happens regardless of whether or not I uninstall/restart the game; midway battling, say the oceanid, it's hp is down to half, all of a sudden, the battle stops and disappears. When I do a rebattle, it becomes ×2 difficulty. Wasted my items. I still love the game, though. Just hard to get resources to level up the characters when this happens.",4,2023-10-03 23:24:29,
2612d32f-87e1-4177-8447-c534c0e4093c,"Good game, great graphics, reminds me Of Zelda, but the new update messed up the game Everytime I try to log in it kicks me out the game.",5,2023-09-29 08:21:22,4.1.0_18054760_18121248
efb91200-ce5d-4de8-b3ac-06b7f14b8bb3,"Great game as a whole, but unfortunately, it has a lot of drawbacks. It has the worst launcher in the world, as you can have a steady 20mb connection, but it will always fail to download, and you will find yourself downloading from the start again and again. It has farming issues (resin) and a lack of end-game content as I find myself with no quests, no exploration, no content to keep me busy playing the game, and no resin to keep farming for my characters..",1,2023-09-27 03:38:52,3.5.0_13082099_13156424
74ec49ac-1126-4655-94a2-647e7f0a6dc1,"(10/01) The game exceeds all expectations of a f2p game! The voice acting is incredible, the animations are gorgeous, and the world is so big! Bug: In Co-Op, I can't enter dungeons even after meeting recommended level requirements. Around Adventure Rank 30, progress slows dramatically. 4/5 stars. (10/12): This is a soul-sucking game with a 0.6% chance at 5* hero, and not enough variety to keep it interesting. Gameplay becomes repetitive with endless ""fetch"" quests. It was fun while it lasted.",2,2023-09-11 23:33:20,1.0.0_1112729_1135452
2631ca6d-cda5-4f5b-9093-bc59abb462ba,"The game and new update is beautiful and amazing! I do enjoy exploring around. But the issue I've encountered was when I teleport to a certain waypoint then my game crashes. I had to use another device to open it again and teleport away. And then, in the middle of the archon quest, the second part where we're underground with navia and the headquarters. My game crashed, I don't know what caused it but I hope it gets fixed.",3,2023-09-19 18:34:31,
f20d4078-6766-4a8f-ac74-a4c0c3f13745,It's sad that star rail is far more better then genshin now I wished they would be like them it's ok to add more end game events and give us increase resin star rail has higher resin cap man I wished they add all the things in star rail to genshin impact please put it in genshin impact,3,2023-10-06 07:18:57,4.1.0_18054760_18121248
ff249810-b5a2-4c2e-ad72-c016abcf3297,"I LOVE genshin, it is amazingg, its graphics, its storyline, the characters, the wishing and the free primogems we get when mihoyo reaches a goal its amazingg!",5,2023-11-08 15:43:29,4.1.0_18054760_18121248
0bc0cf04-ce50-49ad-9b76-dfbcdcf32c15,"This is the best open world game, you can travel and see other players it like you're in real world like anime series being isekai, everything in this game is so GOOOD!",5,2023-10-01 06:17:55,4.1.0_18054760_18121248
b667d4b8-98df-4816-b43f-f201c18d3422,Great characters and .mechanics for adventuring and wandering in the expansive world of Teyvat. My daughter and I really enjoy this game.,5,2023-10-16 14:50:56,4.1.0_18054760_18121248
f552f77f-9be3-4fa6-8f2b-ebee0eedec89,"Wish you can use an xbox controller like on the iPhone version but the frame rate is better on android. I'd definitely give it 5 stars once u can connect third party controllers to play, I like to cast to a tv and play when I travel.",4,2023-07-23 13:20:16,3.8.0_15672274_15939604
9cb61727-f83a-4ef9-bdcd-3302db5e5247,The new event doesn't even work properly. The enemies won't spawn but the timer still runs,1,2023-11-26 05:33:10,4.2.1_18831865_18963989
4cd096bc-b0b3-4ead-a5ee-dc322edbd96c,Today I got around 100mb update but it keep going 78% fhinshed then again it's go to 50% it keep doing like this I waited half hour but still it not finished please fix this bug this is second time happening with me and first times also happen with similar small update i can't even play game 😭I can't even Re-download game because the game sizes it too big please give me solution or I have to download again full game I don't have wifi I am using mobile data so you can imagine how much time it wi,5,2023-10-26 21:24:25,4.1.0_18054760_18121248
102082b3-5b77-44d6-badb-2ad403fcc612,The game is amazing but I've been trying to get in the game but it says I don't have enough storage. After I cleaned out my junk files it still didn't let me in,4,2023-11-04 23:56:35,4.1.0_18054760_18121248
a0aa1a06-6192-45c5-853e-56461db3aecf,"This Game is a perfection. Unimaginable that this is available on Android. The game is huge, even 100X larger than all GTA combined!!!!",5,2023-10-10 17:23:39,4.1.0_18054760_18121248
670601c2-57c1-4ac5-acdd-5c435533c761,"This is a great game for the first week, but after that, there is just too much dialog. If I want to do anything, I need to go through about 5 minutes of dialog. it's just not as fun anymore. But other than that, it's a really great game. I would definitely recommend it if you are patient enough to suffer through the dialog. Also, C3 Kequing is not funny 😤",4,2023-08-26 00:27:37,4.0.0_16983586_17100363
e4226079-f739-42f8-8a43-3f7ac4e6f240,"The game looks great, I had issues at first when the game was released but now it's running better than ever. I just wish there was controller support for the android version, I mean there's a PC and PS5 version that support controllers but not the mobile version? Weird.",4,2023-07-06 20:37:59,3.8.0_15672274_15939604
a5018ae9-9248-4a3c-a746-7f671433647a,"This is awesome! The graphics work for my device, The games voice acting is good as well!",4,2023-11-17 07:05:21,4.2.1_18831865_18963989
f7c38489-409e-4aa3-9702-c638eba85003,"Imagine you come home from school, stressed, tired, and depressed. Your dog just died because your family can't pay the vet bill, you log into genshin impact, your favorite game ever, to find solstice. You manage to get to 75 pity and can get a limited 5 star, your favorite character. You lose your 50/50 to Qiqi c3. You cry. Because your life is helpless, hopeless, and depressing. Make atleast my favourite game more forgiving. I use this game to have fun, to escape, not be depressed. Let me run.",4,2023-11-15 22:46:41,4.2.0_18831865_18963989
481dd50a-670f-43a3-884e-22bd3e233403,"I need that hoyoverse release a software for gamepads on Android, I can believe that we already had this game for 3 years and we still cannot play with controllers on Android",1,2023-10-18 12:05:55,4.1.0_18054760_18121248
8b3fe30c-aac1-410c-9e2c-e324c1bac9a7,"I really enjoying this game,even I don't mind the quality lag so well... I see I like the characters,and the religion map. Also I like the offcial art and is very fun to play it. I don't have a single the most hate characters,I really love all of them!!the song was to entertaining to listen to.",5,2023-09-27 14:30:47,4.0.0_16983586_17100363
63d487b7-86e1-48ef-a325-9e554338cd2b,"For me this game is one of the best open world games, exploration is so fun, there is a lot of quests that are fun and ones a little less.. Overall there's always something to do in Genshin, characters are beautiful and lore is amazing as well. Totally recommended.",5,2023-11-20 07:57:40,4.2.0_18831865_18963989
